202,manta,2025-06-25,1163.84,56.72,5.51,15.66
202,manta,2025-06-26,1198.9,58.24,33.4,22.95
202,manta,2025-06-27,654.14,57.17,23.92,5.17
202,manta,2025-06-28,781.58,37.2,13.92,20.77
202,manta,2025-06-29,1118.4,48.31,12.93,6.14
202,manta,2025-06-30,1020.19,23.31,11.14,15.56
202,manta,2025-07-01,553.26,27.09,16.74,19.13
202,manta,2025-07-02,867.63,54.85,25.15,13.17
202,manta,2025-07-03,690.28,43.64,14.74,16.45
202,manta,2025-07-04,519.21,54.82,33.92,22.16
303,portoviejo,2025-05-31,960.88,27.35,12.68,24.63
303,portoviejo,2025-06-01,1173.39,25.26,9.19,6.03
303,portoviejo,2025-06-02,411.21,41.14,12.21,23.33
303,portoviejo,2025-06-03,769.09,24.73,31.15,7.4
303,portoviejo,2025-06-04,589.12,31.8,30.54,15.01
303,portoviejo,2025-06-05,393.96,42.7,5.56,14.66
303,portoviejo,2025-06-06,1182.39,28.81,17.57,20.5
303,portoviejo,2025-06-07,616.97,37.31,13.01,22.07
303,portoviejo,2025-06-08,311.46,52.94,10.36,9.56
303,portoviejo,2025-06-09,999.2,11.77,33.41,16.15
303,portoviejo,2025-06-10,466.87,32.72,23.47,8.32
303,portoviejo,2025-06-11,885.67,47.63,27.42,20.68
303,portoviejo,2025-06-12,783.94,21.97,30.59,16.88
303,portoviejo,2025-06-13,664.83,23.9,25.69,21.31
303,portoviejo,2025-06-14,344.77,18.43,5.18,20.54
303,portoviejo,2025-06-15,521.18,57.28,25.76,12.6
303,portoviejo,2025-06-16,672.77,25.87,7.89,7.81
303,portoviejo,2025-06-17,1098.51,11.26,21.67,8.76
303,portoviejo,2025-06-18,603.05,20.46,18.24,18.24
303,portoviejo,2025-06-19,520.61,41.1,8.19,20.75
303,portoviejo,2025-06-20,580.27,18.53,24.44,6.0
303,portoviejo,2025-06-21,504.57,27.67,25.44,15.48
303,portoviejo,2025-06-22,927.21,29.66,22.52,11.18
303,portoviejo,2025-06-23,1011.3,23.95,16.41,5.29
303,portoviejo,2025-06-24,964.09,42.23,10.9,19.4
303,portoviejo,2025-06-25,1063.83,34.66,16.07,14.66
303,portoviejo,2025-06-26,521.31,52.27,31.94,22.06
303,portoviejo,2025-06-27,715.57,27.68,12.29,21.42
303,portoviejo,2025-06-28,848.91,11.12,25.22,18.11
303,portoviejo,2025-06-29,946.94,54.99,28.15,12.52
303,portoviejo,2025-06-30,588.64,28.47,33.57,23.64
303,portoviejo,2025-07-01,713.51,59.39,32.86,13.56
303,portoviejo,2025-07-02,392.91,14.35,5.06,22.45
303,portoviejo,2025-07-03,774.74,21.66,21.37,22.5
303,portoviejo,2025-07-04,677.1,40.4,28.98,18.81
404,salinas,2025-05-31,922.04,44.6,7.5,18.36
404,salinas,2025-06-01,737.44,46.02,19.93,20.47
404,salinas,2025-06-02,902.33,57.66,7.44,10.14
404,salinas,2025-06-03,945.2,23.48,30.62,6.66
404,salinas,2025-06-04,318.18,49.36,32.76,20.04
404,salinas,2025-06-05,644.23,46.1,27.35,11.4
404,salinas,2025-06-06,894.07,56.81,26.98,15.59
404,salinas,2025-06-07,883.11,49.16,29.66,21.28
404,salinas,2025-06-08,531.63,30.61,6.43,13.4
404,salinas,2025-06-09,563.53,58.52,9.21,19.95
404,salinas,2025-06-10,835.08,24.38,30.66,14.82
404,salinas,2025-06-11,1176.2,42.26,9.19,16.98
404,salinas,2025-06-12,300.76,44.3,30.62,17.08
404,salinas,2025-06-13,325.15,26.73,26.71,24.23
404,salinas,2025-06-14,582.17,13.64,23.74,12.7
404,salinas,2025-06-15,928.6,57.42,20.68,7.9
404,salinas,2025-06-16,710.41,22.37,8.35,10.12
404,salinas,2025-06-17,519.05,56.98,17.24,14.97
404,salinas,2025-06-18,392.46,11.32,24.59,6.66
404,salinas,2025-06-19,1167.79,57.57,21.29,19.02
404,salinas,2025-06-20,785.93,35.26,17.31,22.34
404,salinas,2025-06-21,517.79,44.02,25.6,23.06
404,salinas,2025-06-22,973.99,37.28,11.4,9.46
404,salinas,2025-06-23,319.88,27.28,32.21,14.5
404,salinas,2025-06-24,792.45,41.34,34.59,23.52
404,salinas,2025-06-25,407.79,41.97,22.54,17.63
404,salinas,2025-06-26,487.22,40.68,27.26,13.79
404,salinas,2025-06-27,1075.13,50.86,21.68,17.68
404,salinas,2025-06-28,979.23,18.98,30.31,5.49
404,salinas,2025-06-29,1192.36,32.9,29.95,15.98
404,salinas,2025-06-30,1149.41,19.02,8.06,23.95
404,salinas,2025-07-01,1076.73,39.79,29.96,7.24
404,salinas,2025-07-02,500.35,47.21,18.28,12.47
404,salinas,2025-07-03,467.4,41.49,9.81,19.08
404,salinas,2025-07-04,540.19,22.02,12.94,23.38
505,tulcan,2025-05-31,1120.88,48.55,12.67,24.84
505,tulcan,2025-06-01,451.75,55.09,21.33,24.43
505,tulcan,2025-06-02,751.38,31.3,6.1,9.18
505,tulcan,2025-06-03,949.93,17.23,13.12,19.58
505,tulcan,2025-06-04,451.34,50.91,20.03,7.5
505,tulcan,2025-06-05,562.59,34.38,16.16,23.67
505,tulcan,2025-06-06,444.62,51.27,7.15,9.3
505,tulcan,2025-06-07,580.7,59.27,22.05,11.63
505,tulcan,2025-06-08,1139.28,27.06,26.73,13.41
505,tulcan,2025-06-09,1012.38,37.53,20.11,22.23
505,tulcan,2025-06-10,706.9,33.2,33.81,14.5
505,tulcan,2025-06-11,357.14,23.25,7.07,11.44
505,tulcan,2025-06-12,812.02,35.89,6.07,24.7
505,tulcan,2025-06-13,760.63,27.89,8.81,10.95
505,tulcan,2025-06-14,536.18,40.92,25.65,9.12
505,tulcan,2025-06-15,428.09,50.44,25.18,17.42
505,tulcan,2025-06-16,317.03,26.24,21.25,17.87
505,tulcan,2025-06-17,431.87,17.77,12.02,24.77
505,tulcan,2025-06-18,545.68,41.86,33.37,20.88
505,tulcan,2025-06-19,400.74,32.65,20.6,17.63
505,tulcan,2025-06-20,714.4,22.94,17.6,23.42
505,tulcan,2025-06-21,555.66,45.45,6.35,19.02
505,tulcan,2025-06-22,322.99,49.28,15.88,19.54
505,tulcan,2025-06-23,1005.25,23.04,5.88,16.81
505,tulcan,2025-06-24,460.91,27.56,10.75,13.97
505,tulcan,2025-06-25,909.86,56.18,28.24,13.7
505,tulcan,2025-06-26,637.27,48.43,19.05,23.13
505,tulcan,2025-06-27,490.98,49.0,30.02,10.19
505,tulcan,2025-06-28,1099.06,16.53,32.04,22.04
505,tulcan,2025-06-29,360.66,26.9,9.77,20.55
505,tulcan,2025-06-30,446.59,46.06,7.65,23.99
505,tulcan,2025-07-01,898.59,27.96,10.9,16.38
505,tulcan,2025-07-02,904.5,52.79,26.37,21.8
505,tulcan,2025-07-03,453.64,30.12,23.91,18.71
505,tulcan,2025-07-04,613.05,31.85,8.06,15.79

